area,creation_date,created_as_free_user,active_date,renew_count,last_successfully_transaction,has_billed,charge_id,last_renew_attempt,user_plan,billing_count,cancelled_date,survival_days,churned
48,2015-09-28,1,2015-09-28,0,,0,"3,793",2015-11-07,1,1,,,0
48,2015-10-13,0,2015-10-13,1,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
11,2015-10-09,1,2015-10-09,0,,0,"3,793",2015-11-07,1,1,,,0
91,2015-10-12,1,2015-10-12,1,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
87,2015-10-01,1,2015-10-01,1,2015-10-14,1,"3,793",2015-11-07,1,1,,,0
88,2015-10-04,0,2015-10-04,3,2015-11-02,1,"3,793",2015-11-02,1,0,,,0
21,2015-10-12,1,2015-10-12,2,2015-10-20,1,"3,793",2015-11-07,1,1,,,0
37,2015-10-08,1,2015-10-08,2,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
91,2015-09-27,1,2015-09-27,5,2015-10-30,1,"3,793",2015-11-07,1,1,,,0
11,2015-10-01,0,2015-10-01,5,2015-11-05,1,"3,793",2015-11-05,1,0,,,0
21,2015-10-06,1,2015-10-06,2,2015-10-26,1,"3,793",2015-11-07,1,1,,,0
41,2015-10-10,0,2015-10-10,1,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
85,2015-10-02,1,2015-10-02,0,,0,"3,793",2015-11-07,1,1,,,0
75,2015-10-06,1,2015-10-06,2,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
88,2015-10-10,1,2015-10-10,0,,0,"3,793",2015-11-07,1,1,,,0
91,2015-09-30,0,2015-09-30,5,2015-11-05,1,"3,793",2015-11-05,1,0,,,0
91,2014-08-19,0,2014-08-19,126,2015-10-26,1,"3,795",2015-11-07,1,1,,,0
81,2015-10-10,1,2015-10-10,2,2015-11-04,1,"3,793",2015-11-04,1,0,,,0
83,2015-10-04,1,2015-10-04,0,,0,"3,793",2015-11-07,1,1,,,0
87,2015-10-14,1,2015-10-14,1,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
87,2015-10-08,1,2015-10-08,0,,0,"3,793",2015-11-07,1,1,,,0
35,2015-10-07,1,2015-10-07,2,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
98,2014-07-25,1,2014-07-25,67,2015-11-02,1,"3,795",2015-11-07,1,1,,,0
24,2015-10-01,1,2015-10-01,2,2015-11-03,1,"3,793",2015-11-03,1,0,,,0
71,2015-10-15,1,2015-10-15,2,2015-10-29,1,"3,793",2015-11-07,1,1,,,0
81,2015-10-04,0,2015-10-04,4,2015-11-01,1,"3,793",2015-11-01,2,0,,,0
19,2015-10-04,1,2015-10-04,0,,0,"3,793",2015-11-07,1,1,,,0
88,2015-10-01,0,2015-10-01,4,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
11,2015-10-15,1,2015-10-15,1,2015-11-07,1,"3,793",2015-11-07,1,0,,,0
87,2015-10-04,1,2015-10-04,1,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
21,2015-10-10,1,2015-10-10,0,,0,"3,793",2015-11-07,1,1,,,0
41,2015-10-01,0,2015-10-01,5,2015-11-05,1,"3,793",2015-11-05,2,0,,,0
41,2015-10-05,1,2015-10-05,0,,0,"3,793",2015-11-07,1,1,,,0
91,2015-10-03,1,2015-10-03,1,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
83,2015-10-05,1,2015-10-05,0,,0,"3,793",2015-11-07,1,1,,,0
21,2015-10-15,0,2015-10-15,3,2015-11-05,1,"3,793",2015-11-05,2,0,,,0
49,2015-10-02,1,2015-10-02,0,,0,"3,793",2015-11-07,1,1,,,0
61,2015-09-28,1,2015-09-28,4,2015-11-05,1,"3,793",2015-11-05,1,0,,,0
87,2015-10-07,1,2015-10-07,0,,0,"3,793",2015-11-07,1,1,,,0
86,2015-10-09,0,2015-10-09,3,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
11,2015-09-30,1,2015-09-30,0,,0,"3,793",2015-11-07,1,1,,,0
91,2015-10-03,1,2015-10-03,1,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
21,2015-10-09,1,2015-10-09,0,,0,"3,793",2015-11-07,1,1,,,0
75,2015-10-06,1,2015-10-06,1,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
82,2015-10-12,1,2015-10-12,0,,0,"3,793",2015-11-07,1,1,,,0
47,2015-09-30,0,2015-09-30,5,2015-11-05,1,"3,793",2015-11-05,1,0,,,0
85,2014-09-14,0,2014-09-14,373,2015-11-02,1,"3,795",2015-11-07,1,1,,,0
34,2015-09-27,1,2015-09-27,4,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
83,2015-10-04,1,2015-10-04,0,,0,"3,793",2015-11-07,1,1,,,0
12,2015-10-15,1,2015-10-15,1,2015-11-06,1,"3,793",2015-11-06,1,0,,,0
41,2015-09-29,1,2015-09-29,0,,0,"3,793",2015-11-07,1,1,,,0
49,2015-10-05,0,2015-10-05,4,2015-11-02,1,"3,793",2015-11-02,1,0,,,0
85,2015-09-30,1,2015-09-30,0,,0,"3,793",2015-11-07,1,1,,,0
61,2015-09-26,1,2015-09-26,3,2015-11-06,1,"3,793",2015-11-06,1,0,,,0
41,2015-10-15,1,2015-10-15,0,,0,"3,793",2015-11-07,1,1,,,0
82,2015-10-09,1,2015-10-09,3,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
75,2015-09-30,1,2015-09-30,0,,0,"3,793",2015-11-07,1,1,,,0
11,2015-10-11,1,2015-10-11,2,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
18,2015-10-02,1,2015-10-02,0,,0,"3,793",2015-11-07,1,1,,,0
69,2015-10-14,0,2015-10-14,2,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
11,2015-10-09,0,2015-10-09,3,2015-10-30,1,"3,793",2015-11-07,1,1,,,0
11,2015-10-12,1,2015-10-12,1,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
98,2015-10-01,1,2015-10-01,0,,0,"3,793",2015-11-07,1,1,,,0
67,2015-10-07,0,2015-10-07,1,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
74,2015-10-15,1,2015-10-15,2,2015-10-29,1,"3,793",2015-11-07,1,1,,,0
51,2015-10-13,1,2015-10-13,2,2015-11-05,1,"3,793",2015-11-05,2,0,,,0
89,2015-09-26,1,2015-09-26,0,,0,"3,793",2015-11-07,1,1,,,0
11,2015-10-02,1,2015-10-02,2,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
86,2015-10-15,1,2015-10-15,0,,0,"3,793",2015-11-07,1,1,,,0
47,2015-10-13,0,2015-10-13,1,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
87,2015-07-05,1,2015-07-05,3,2015-10-01,1,"3,793",2015-11-07,1,1,,,0
91,2015-10-03,1,2015-10-03,1,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
53,2014-12-30,1,2014-12-30,114,2015-09-22,1,"3,795",2015-11-07,1,1,,,0
81,2015-10-04,1,2015-10-04,4,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
45,2015-10-02,1,2015-10-02,0,,0,"3,793",2015-11-07,1,1,,,0
13,2015-09-26,1,2015-09-26,1,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
34,2014-10-07,0,2014-10-07,144,2015-11-03,1,"3,795",2015-11-07,1,1,,,0
86,2015-10-03,1,2015-10-03,2,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
87,2015-09-30,1,2015-09-30,0,,0,"3,793",2015-11-07,1,1,,,0
99,2015-10-10,1,2015-10-10,2,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
41,2015-10-09,1,2015-10-09,1,2015-10-22,1,"3,793",2015-11-07,1,1,,,0
11,2015-10-02,1,2015-10-02,3,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
75,2015-09-25,1,2015-09-25,2,2015-10-20,1,"3,793",2015-11-07,1,1,,,0
12,2015-10-12,0,2015-10-12,1,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
21,2015-10-12,1,2015-10-12,0,,0,"3,793",2015-11-07,1,1,,,0
21,2015-10-04,0,2015-10-04,4,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
97,2015-09-30,1,2015-09-30,0,,0,"3,793",2015-11-07,1,1,,,0
81,2015-10-02,0,2015-10-02,5,2015-11-06,1,"3,793",2015-11-06,2,0,,,0
12,2015-10-02,1,2015-10-02,0,,0,"3,793",2015-11-07,1,1,,,0
84,2015-10-03,1,2015-10-03,5,2015-11-05,1,"3,793",2015-11-05,1,0,,,0
51,2015-10-09,1,2015-10-09,0,,0,"3,793",2015-11-07,1,1,,,0
24,2015-10-05,0,2015-10-05,4,2015-11-02,1,"3,793",2015-11-02,1,0,,,0
48,2014-08-26,1,2014-08-26,174,2015-11-02,1,"3,795",2015-11-07,1,1,,,0
55,2015-10-02,1,2015-10-02,1,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
37,2014-07-30,0,2014-07-30,293,2015-11-02,1,"3,795",2015-11-07,1,1,,,0
21,2015-10-11,1,2015-10-11,0,,0,"3,793",2015-11-06,1,4,,,0
87,2014-09-14,0,2014-09-14,160,2015-10-26,1,"3,795",2015-11-07,1,1,,,0
19,2015-10-14,1,2015-10-14,0,,0,"3,793",2015-11-06,1,4,,,0
35,2015-10-07,1,2015-10-07,0,,0,"3,793",2015-11-07,1,1,,,0
31,2015-09-30,1,2015-09-30,0,,0,"3,793",2015-11-06,1,4,,,0
18,2014-08-20,0,2014-08-20,241,2015-10-25,1,"3,795",2015-11-07,1,1,,,0
19,2015-10-03,1,2015-10-03,0,,0,"3,793",2015-11-06,1,4,,,0
84,2015-09-30,1,2015-09-30,1,2015-10-09,1,"3,793",2015-11-07,1,1,,,0
81,2015-10-05,1,2015-10-05,0,2015-10-24,1,"3,793",2015-10-24,1,0,2015-10-25,20,1
11,2015-09-29,0,2015-09-29,0,2015-09-29,1,"3,793",2015-11-07,1,1,,,0
41,2015-10-13,1,2015-10-13,0,2015-10-25,1,"3,793",2015-10-25,1,0,2015-10-25,12,1
48,2015-09-25,1,2015-09-25,0,,0,"3,793",2015-11-07,1,1,,,0
19,2015-10-07,1,2015-10-07,1,2015-10-16,1,"3,793",2015-10-26,1,3,,,0
21,2015-10-13,1,2015-10-13,0,,0,"3,793",2015-11-07,1,1,,,0
38,2015-10-09,1,2015-10-09,0,,0,"3,793",2015-10-26,1,4,2015-10-26,17,1
21,2015-10-03,1,2015-10-03,0,,0,"3,793",2015-11-07,1,1,,,0
11,2015-10-13,1,2015-10-13,0,2015-10-28,1,"3,793",2015-10-28,1,0,2015-10-28,15,1
19,2015-09-28,1,2015-09-28,0,,0,"3,793",2015-11-07,1,1,,,0
11,2015-10-15,0,2015-10-15,0,2015-10-22,1,"3,793",2015-10-22,1,0,2015-10-22,7,1
54,2015-10-07,1,2015-10-07,3,2015-10-22,1,"3,793",2015-11-07,1,1,,,0
21,2015-10-11,0,2015-10-11,0,2015-10-11,1,"3,793",2015-10-29,1,2,2015-10-29,18,1
21,2015-10-03,1,2015-10-03,0,,0,"3,793",2015-11-07,1,1,,,0
11,2015-10-13,1,2015-10-13,0,,0,"3,793",2015-10-23,1,2,2015-10-23,10,1
84,2015-10-15,1,2015-10-15,1,2015-10-27,1,"3,793",2015-11-07,1,1,,,0
75,2015-09-30,1,2015-09-30,0,,0,"3,793",2015-11-01,1,2,2015-11-01,32,1
37,2015-10-07,1,2015-10-07,0,,0,"3,793",2015-11-07,1,1,,,0
37,2015-10-05,1,2015-10-05,0,2015-10-18,1,"3,793",2015-10-18,1,0,2015-10-19,14,1
38,2015-10-06,1,2015-10-06,0,,0,"3,793",2015-11-07,1,1,,,0
38,2015-07-05,1,2015-07-05,6,2015-10-05,1,"3,793",2015-11-01,1,2,,,0
91,2015-10-12,1,2015-10-12,0,,0,"3,793",2015-11-07,1,1,,,0
85,2015-10-02,1,2015-10-02,0,,0,"3,793",2015-10-19,1,2,2015-10-19,17,1
48,2015-10-12,1,2015-10-12,0,,0,"3,793",2015-11-07,1,1,,,0
34,2015-07-27,0,2015-07-27,6,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
47,2015-10-10,1,2015-10-10,0,,0,"3,793",2015-11-07,1,1,,,0
48,2015-09-25,1,2015-09-25,0,,0,"3,793",2015-10-19,1,2,2015-10-19,24,1
99,2015-10-04,1,2015-10-04,0,,0,"3,793",2015-11-07,1,1,,,0
87,2015-07-13,1,2015-07-13,4,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
88,2015-10-03,1,2015-10-03,1,2015-10-19,1,"3,793",2015-11-07,1,1,,,0
21,2015-10-08,0,2015-10-08,0,2015-10-18,1,"3,793",2015-10-18,1,0,2015-10-19,11,1
21,2015-10-04,1,2015-10-04,0,,0,"3,793",2015-11-07,1,1,,,0
99,2015-07-05,1,2015-07-05,4,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
85,2015-10-02,1,2015-10-02,1,2015-10-30,1,"3,793",2015-11-07,1,1,,,0
49,2015-10-12,0,2015-10-12,0,2015-10-12,1,"3,793",2015-10-12,1,1,2015-10-16,4,1
21,2015-10-09,1,2015-10-09,0,,0,"3,793",2015-11-07,1,1,,,0
75,2015-07-19,0,2015-07-19,9,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
21,2015-10-11,1,2015-10-11,3,2015-10-28,1,"3,793",2015-11-07,1,1,,,0
11,2015-10-15,0,2015-10-15,0,2015-10-15,1,"3,793",2015-10-15,2,1,2015-10-15,0,1
38,2015-10-12,0,2015-10-12,0,2015-10-12,1,"3,793",2015-11-07,1,1,,,0
81,2015-10-15,1,2015-10-15,0,,0,"3,793",2015-11-01,1,4,2015-11-01,17,1
48,2015-10-08,1,2015-10-08,0,,0,"3,793",2015-11-07,1,1,,,0
87,2015-09-25,1,2015-09-25,0,,0,"3,793",2015-10-12,1,2,2015-10-12,17,1
22,2014-08-17,1,2014-08-17,43,2015-11-05,1,"3,795",2015-11-07,1,1,,,0
47,2015-10-11,1,2015-10-11,0,2015-11-01,1,"3,793",2015-11-01,1,0,2015-11-02,22,1
94,2015-10-02,1,2015-10-02,0,,0,"3,793",2015-11-07,1,1,,,0
21,2015-10-08,0,2015-10-08,0,2015-10-08,1,"3,793",2015-10-08,2,1,2015-10-09,1,1
83,2015-10-03,1,2015-10-03,0,,0,"3,793",2015-11-07,1,1,,,0
86,2015-10-09,1,2015-10-09,0,,0,"3,793",2015-11-02,1,4,2015-11-02,24,1
51,2015-10-08,1,2015-10-08,0,,0,"3,793",2015-11-07,1,1,,,0
85,2014-10-06,0,2014-10-06,39,2015-03-31,1,"3,795",2015-05-31,1,1,,,0
45,2015-10-09,1,2015-10-09,0,,0,"3,793",2015-11-07,1,1,,,0
31,2015-08-06,0,2015-08-06,11,2015-11-03,1,"3,793",2015-11-03,1,0,,,0
37,2015-10-06,1,2015-10-06,0,,0,"3,793",2015-11-07,1,1,,,0
21,2015-10-05,1,2015-10-05,0,,0,"3,793",2015-10-05,1,1,2015-10-05,0,1
21,2015-10-01,0,2015-10-01,1,2015-10-08,1,"3,793",2015-11-07,1,1,,,0
42,2015-10-09,0,2015-10-09,0,2015-11-01,1,"3,793",2015-11-01,1,0,2015-11-03,25,1
12,2015-10-03,1,2015-10-03,0,,0,"3,793",2015-11-07,1,1,,,0
41,2015-10-05,1,2015-10-05,0,,0,"3,793",2015-10-05,1,1,2015-10-05,0,1
89,2015-10-09,1,2015-10-09,0,,0,"3,793",2015-11-07,1,1,,,0
41,2015-10-08,0,2015-10-08,0,2015-10-08,1,"3,793",2015-10-08,1,1,2015-10-08,0,1
91,2015-10-15,1,2015-10-15,0,,0,"3,793",2015-11-07,1,1,,,0
41,2015-10-07,1,2015-10-07,0,2015-11-04,1,"3,793",2015-11-04,1,0,2015-11-04,28,1
83,2015-10-04,1,2015-10-04,0,,0,"3,793",2015-11-07,1,1,,,0
85,2015-09-29,1,2015-09-29,0,2015-10-10,1,"3,793",2015-10-20,1,3,2015-10-20,21,1
81,2015-10-02,1,2015-10-02,0,,0,"3,793",2015-11-07,1,1,,,0
11,2015-10-09,1,2015-10-09,0,2015-11-04,1,"3,793",2015-11-04,1,0,2015-11-04,26,1
11,2015-10-11,1,2015-10-11,0,,0,"3,793",2015-11-07,1,1,,,0
51,2015-09-24,1,2015-09-24,0,2015-10-04,1,"3,793",2015-10-04,1,0,2015-10-07,13,1
84,2015-10-05,1,2015-10-05,0,,0,"3,793",2015-11-07,1,1,,,0
11,2015-10-04,1,2015-10-04,0,,0,"3,793",2015-11-04,1,4,2015-11-04,31,1
41,2015-10-15,1,2015-10-15,0,,0,"3,793",2015-11-07,1,1,,,0
41,2015-10-10,1,2015-10-10,0,,0,"3,793",2015-10-20,1,3,2015-10-20,10,1
77,2015-10-06,1,2015-10-06,0,,0,"3,793",2015-11-07,1,1,,,0
21,2015-09-27,1,2015-09-27,0,2015-10-10,1,"3,793",2015-10-20,1,3,2015-10-20,23,1
11,2015-09-27,1,2015-09-27,0,,0,"3,793",2015-11-07,1,1,,,0
21,2015-10-15,0,2015-10-15,0,2015-10-15,1,"3,793",2015-10-15,1,1,2015-10-15,0,1
11,2015-10-09,0,2015-10-09,2,2015-10-31,1,"3,793",2015-11-07,1,1,,,0
91,2015-09-30,1,2015-09-30,0,,0,"3,793",2015-10-10,1,2,2015-10-11,11,1
61,2014-10-05,0,2014-10-05,201,2015-11-07,1,"3,795",2015-11-07,1,0,,,0
11,2014-08-16,0,2014-08-16,0,2015-08-11,1,"3,795",2015-10-11,1,0,2015-10-11,421,1
81,2014-08-20,0,2014-08-20,390,2015-11-07,1,"3,795",2015-11-07,1,0,,,0
11,2015-10-01,0,2015-10-01,0,2015-10-01,1,"3,793",2015-10-01,1,1,2015-10-05,4,1
83,2015-10-04,1,2015-10-04,0,,0,"3,793",2015-11-07,1,1,,,0
21,2015-10-11,1,2015-10-11,0,2015-10-12,1,"3,793",2015-10-12,1,0,2015-10-12,1,1
38,2015-10-10,0,2015-10-10,4,2015-11-07,1,"3,793",2015-11-07,2,0,,,0
21,2015-09-30,0,2015-09-30,0,2015-10-07,1,"3,793",2015-10-07,2,0,2015-10-07,7,1
82,2015-10-15,0,2015-10-15,3,2015-11-07,1,"3,793",2015-11-07,2,0,,,0
12,2015-10-06,0,2015-10-06,0,2015-10-14,1,"3,793",2015-10-14,1,0,2015-10-14,8,1
21,2015-10-05,0,2015-10-05,2,2015-10-31,1,"3,793",2015-11-07,1,1,,,0
62,2014-08-02,0,2014-08-02,244,2015-11-04,1,"3,795",2015-11-07,1,1,,,0
91,2015-09-25,1,2015-09-25,0,2015-10-13,1,"3,793",2015-10-24,1,3,2015-10-24,29,1
81,2015-10-11,1,2015-10-11,0,,0,"3,793",2015-11-07,1,1,,,0
24,2015-10-09,1,2015-10-09,0,2015-10-21,1,"3,793",2015-10-21,1,0,2015-10-24,15,1
21,2015-10-09,1,2015-10-09,0,,0,"3,793",2015-11-07,1,1,,,0
41,2015-10-08,1,2015-10-08,0,,0,"3,793",2015-10-25,1,2,2015-10-25,17,1
75,2015-10-13,1,2015-10-13,0,,0,"3,793",2015-11-07,1,1,,,0
88,2015-06-20,0,2015-06-20,0,2015-09-20,1,"3,793",2015-10-28,1,3,2015-10-28,130,1
88,2015-10-01,1,2015-10-01,0,,0,"3,793",2015-11-07,1,1,,,0
88,2015-10-12,1,2015-10-12,0,,0,"3,793",2015-10-29,1,2,2015-10-29,17,1
91,2015-10-03,1,2015-10-03,1,2015-10-21,1,"3,793",2015-11-07,1,1,,,0
11,2015-10-10,0,2015-10-10,0,2015-10-31,1,"3,793",2015-10-31,1,0,2015-10-31,21,1
11,2014-08-16,1,2014-08-16,140,2015-10-03,1,"3,795",2015-11-07,1,1,,,0
42,2015-10-08,0,2015-10-08,0,2015-10-15,1,"3,793",2015-10-15,1,0,2015-10-21,13,1
21,2014-08-04,0,2014-08-04,143,2015-11-02,1,"3,795",2015-11-07,1,1,,,0
88,2015-10-04,1,2015-10-04,0,2015-10-14,1,"3,793",2015-10-31,1,4,2015-10-31,27,1
81,2015-10-10,1,2015-10-10,0,,0,"3,793",2015-11-07,1,1,,,0
21,2015-10-05,0,2015-10-05,0,2015-10-05,1,"3,793",2015-10-23,1,1,2015-10-23,18,1
85,2015-10-06,1,2015-10-06,1,2015-10-27,1,"3,793",2015-11-07,1,1,,,0
91,2015-06-01,1,2015-06-01,4,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
74,2015-09-30,1,2015-09-30,0,,0,"3,793",2015-11-07,1,1,,,0
47,2015-07-28,0,2015-07-28,0,2015-08-19,1,"3,793",2015-10-19,1,1,2015-10-19,83,1
33,2015-10-15,1,2015-10-15,0,,0,"3,793",2015-11-07,1,1,,,0
82,2015-07-13,1,2015-07-13,2,2015-10-02,1,"3,793",2015-11-01,1,4,,,0
11,2015-10-13,1,2015-10-13,0,,0,"3,793",2015-11-07,1,1,,,0
41,2015-10-09,1,2015-10-09,0,,0,"3,793",2015-10-19,1,2,2015-10-19,10,1
83,2015-10-05,1,2015-10-05,0,,0,"3,793",2015-11-07,1,1,,,0
81,2015-06-23,0,2015-06-23,16,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
42,2015-10-02,1,2015-10-02,0,,0,"3,793",2015-11-07,1,1,,,0
88,2015-08-21,1,2015-10-19,0,2015-09-25,1,"3,793",2015-10-19,1,3,2015-10-19,0,1
83,2015-10-01,1,2015-10-01,0,,0,"3,793",2015-11-07,1,1,,,0
11,2015-10-10,1,2015-10-10,0,2015-10-28,1,"3,793",2015-10-28,1,0,2015-11-01,22,1
91,2015-10-10,1,2015-10-10,0,,0,"3,793",2015-11-07,1,1,,,0
88,2015-10-09,1,2015-10-09,0,,0,"3,793",2015-10-19,1,4,2015-10-20,11,1
75,2015-10-10,1,2015-10-10,0,,0,"3,793",2015-11-07,1,1,,,0
61,2015-10-12,1,2015-10-12,0,2015-11-01,1,"3,793",2015-11-01,1,0,2015-11-01,20,1
88,2015-10-01,1,2015-10-01,0,,0,"3,793",2015-11-07,1,1,,,0
86,2015-10-15,0,2015-10-15,0,2015-10-15,1,"3,793",2015-10-15,1,1,2015-10-20,5,1
81,2015-10-07,1,2015-10-07,0,,0,"3,793",2015-11-07,1,1,,,0
99,2015-10-12,1,2015-10-12,0,2015-11-01,1,"3,793",2015-11-01,1,0,2015-11-01,20,1
98,2015-09-30,0,2015-09-30,0,2015-09-30,1,"3,793",2015-11-07,1,1,,,0
88,2015-10-09,1,2015-10-09,0,,0,"3,793",2015-10-09,1,4,2015-10-09,0,1
87,2015-10-08,1,2015-10-08,0,,0,"3,793",2015-11-07,1,1,,,0
41,2015-10-01,1,2015-10-01,0,2015-11-01,1,"3,793",2015-11-01,1,0,2015-11-01,31,1
21,2015-10-05,1,2015-10-05,0,,0,"3,793",2015-11-07,1,1,,,0
91,2015-10-11,1,2015-10-11,0,,0,"3,793",2015-10-11,1,1,2015-10-11,0,1
91,2015-09-30,1,2015-09-30,0,,0,"3,793",2015-11-07,1,1,,,0
88,2015-09-25,1,2015-09-25,0,2015-11-01,1,"3,793",2015-11-01,1,0,2015-11-01,37,1
77,2015-09-26,1,2015-09-26,0,,0,"3,793",2015-11-07,1,1,,,0
88,2015-10-08,0,2015-10-08,0,2015-10-08,1,"3,793",2015-10-08,1,1,2015-10-08,0,1
45,2015-09-30,1,2015-09-30,0,,0,"3,793",2015-11-07,1,1,,,0
13,2015-09-26,1,2015-09-26,0,2015-11-01,1,"3,793",2015-11-01,1,0,2015-11-01,36,1
11,2015-09-26,1,2015-09-26,3,2015-10-30,1,"3,793",2015-11-07,1,1,,,0
31,2015-10-13,1,2015-10-13,0,,0,"3,793",2015-10-13,1,1,2015-10-13,0,1
82,2015-10-04,1,2015-10-04,0,,0,"3,793",2015-11-07,1,1,,,0
81,2015-10-11,1,2015-10-11,0,2015-10-20,1,"3,793",2015-11-03,1,3,2015-11-03,23,1
47,2015-10-15,1,2015-10-15,0,,0,"3,793",2015-11-07,1,1,,,0
91,2015-10-08,1,2015-10-08,0,,0,"3,793",2015-10-18,1,3,2015-10-18,10,1
21,2015-10-06,1,2015-10-06,0,,0,"3,793",2015-11-07,1,1,,,0
21,2015-10-06,0,2015-10-06,0,2015-11-03,1,"3,793",2015-11-03,2,0,2015-11-03,28,1
42,2015-10-11,1,2015-10-11,1,2015-10-21,1,"3,793",2015-11-07,1,1,,,0
87,2015-10-05,1,2015-10-05,0,,0,"3,793",2015-10-15,1,3,2015-10-15,10,1
11,2014-09-21,0,2014-09-21,171,2015-09-26,1,"3,795",2015-11-07,1,1,,,0
11,2015-09-28,0,2015-09-28,0,2015-10-05,1,"3,793",2015-10-05,1,0,2015-10-05,7,1
83,2015-10-01,1,2015-10-01,0,,0,"3,793",2015-11-07,1,1,,,0
91,2015-10-11,1,2015-10-11,0,,0,"3,793",2015-10-11,1,1,2015-10-11,0,1
21,2015-10-03,1,2015-10-03,0,,0,"3,793",2015-11-07,1,1,,,0
21,2015-10-05,1,2015-10-05,0,2015-10-15,1,"3,793",2015-10-15,1,0,2015-10-16,11,1
82,2015-06-23,0,2015-06-23,2,2015-08-31,1,"3,793",2015-11-07,1,1,,,0
21,2015-10-12,1,2015-10-12,0,2015-10-17,1,"3,793",2015-10-17,1,0,2015-10-17,5,1
74,2014-08-16,0,2014-08-16,267,2015-11-06,1,"3,795",2015-11-06,1,0,,,0
11,2015-10-15,1,2015-10-15,0,,0,"3,793",2015-10-25,1,2,2015-10-25,10,1
47,2014-08-18,1,2014-08-18,384,2015-11-06,1,"3,795",2015-11-06,1,0,,,0
91,2015-10-01,1,2015-10-01,0,,0,"3,793",2015-10-25,1,2,2015-10-25,24,1
98,2015-10-08,0,2015-10-08,2,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
21,2015-10-05,0,2015-10-05,0,2015-10-26,1,"3,793",2015-10-26,2,0,2015-10-26,21,1
11,2015-10-04,1,2015-10-04,3,2015-11-02,1,"3,793",2015-11-02,1,0,,,0
19,2015-09-27,0,2015-09-27,0,2015-10-27,1,"3,793",2015-10-27,1,0,2015-10-27,30,1
11,2015-10-15,0,2015-10-15,3,2015-11-05,1,"3,793",2015-11-05,1,0,,,0
85,2015-07-03,1,2015-07-03,0,2015-08-26,1,"3,793",2015-11-05,1,4,2015-11-05,125,1
64,2015-10-13,0,2015-10-13,2,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
31,2015-07-05,1,2015-07-05,0,2015-10-26,1,"3,793",2015-10-26,1,0,2015-10-28,115,1
14,2015-10-05,1,2015-10-05,3,2015-11-03,1,"3,793",2015-11-03,1,0,,,0
21,2015-10-14,0,2015-10-14,0,2015-10-21,1,"3,793",2015-10-21,1,0,2015-10-22,8,1
41,2015-10-05,1,2015-10-05,2,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
41,2015-10-07,1,2015-10-07,0,2015-10-29,1,"3,793",2015-10-29,1,0,2015-10-29,22,1
21,2015-10-02,1,2015-10-02,1,2015-11-06,1,"3,793",2015-11-06,1,0,,,0
51,2015-10-09,0,2015-10-09,0,2015-10-23,1,"3,793",2015-10-23,2,0,2015-10-23,14,1
92,2015-10-02,0,2015-10-02,5,2015-11-06,1,"3,793",2015-11-06,2,0,,,0
87,2015-08-01,0,2015-08-01,0,2015-08-20,1,"3,793",2015-10-30,1,3,2015-10-30,90,1
95,2015-06-20,1,2015-06-20,4,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
45,2015-10-04,1,2015-10-04,0,2015-10-22,1,"3,793",2015-10-22,1,0,2015-10-23,19,1
11,2015-10-02,1,2015-10-02,2,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
