id,product,channel,free_user,user_plan,t,c
5294,B,CC,0,1,9,0
199,B,HH,1,1,24,0
5467,B,HH,1,1,22,0
2879,B,CC,0,0,9,0
2706,B,HH,1,0,0,1
3968,B,GG,1,1,13,0
787,B,GG,1,1,23,0
758,B,GG,1,1,17,0
3430,B,HH,1,0,3,1
2764,B,HH,1,1,16,1
1133,B,HH,1,1,15,0
1906,B,HH,1,0,2,1
900,B,CC,0,0,9,0
732,B,GG,1,1,3,0
2560,B,CC,1,0,1,1
1387,B,GG,1,1,17,0
3639,A,FF,1,1,29,0
1727,B,CC,0,0,9,0
3650,A,FF,1,1,0,1
1351,B,HH,1,0,1,1
4039,B,GG,1,1,3,0
4663,B,II,0,0,9,0
4330,B,BB,0,0,9,0
5443,B,HH,1,1,9,0
5019,B,GG,0,1,9,0
4608,B,II,0,0,9,0
364,B,AA,0,0,9,0
3658,A,FF,1,1,0,1
2463,B,CC,1,0,0,1
3855,B,GG,1,1,12,0
4851,A,FF,1,1,2,0
277,A,JJ,1,0,30,0
5709,B,II,1,1,4,0
86,B,BB,0,0,9,0
3145,B,BB,0,1,9,0
5278,B,CC,1,0,22,0
833,B,CC,0,0,9,0
1744,B,CC,0,0,9,0
2750,B,HH,1,0,0,1
5727,B,II,0,0,9,0
4517,B,II,0,0,9,0
178,B,HH,0,1,9,0
4129,B,CC,0,0,9,0
3856,B,CC,1,0,0,1
1248,B,II,0,0,9,0
4053,B,GG,0,1,9,0
1564,B,GG,1,1,6,0
1652,B,CC,0,1,9,0
1611,B,CC,0,1,9,0
1978,B,HH,0,0,9,0
2303,B,II,0,0,9,0
5766,A,FF,1,1,25,0
2987,B,BB,1,0,9,0
4754,A,FF,1,1,2,0
960,B,CC,1,0,0,1
4849,A,FF,1,1,2,0
151,B,CC,0,0,0,1
848,B,HH,1,0,0,1
3125,B,HH,1,1,8,1
1225,B,II,0,0,9,0
2030,B,HH,1,0,1,1
1550,B,GG,1,1,1,0
579,A,FF,1,1,9,0
3720,A,FF,1,1,29,0
4762,A,FF,1,1,25,0
818,B,HH,1,0,0,1
2840,B,HH,1,0,0,1
151,B,HH,0,0,9,0
1861,B,HH,1,0,2,1
4265,B,CC,0,0,9,0
657,B,CC,1,2,2,1
4625,B,II,0,0,9,0
2400,A,FF,1,1,9,0
3936,B,GG,0,0,9,0
5255,B,CC,0,1,9,0
4089,B,CC,0,0,9,0
3395,B,HH,1,0,0,1
3222,B,HH,1,0,0,1
912,B,CC,1,0,0,1
2070,B,HH,1,1,5,0
4393,B,HH,1,0,9,0
5952,A,FF,1,1,31,0
236,A,DD,1,1,16,0
4829,A,FF,1,1,24,0
2382,A,FF,1,1,16,0
2744,B,HH,1,0,0,1
1385,B,GG,1,1,10,0
3250,B,CC,1,0,0,1
3489,B,CC,0,1,3,1
3940,B,GG,1,0,0,1
5281,B,CC,0,0,9,0
2450,B,CC,1,0,0,1
1347,A,FF,1,1,1,0
4713,A,FF,1,1,24,0
21,B,CC,0,1,3,1
348,B,II,1,1,24,1
4554,B,II,0,0,9,0
3157,B,BB,0,0,9,0
5555,B,II,0,0,9,0
817,B,HH,1,0,0,1
1368,B,GG,0,1,9,0
1026,B,HH,1,0,0,1
3225,B,HH,1,0,0,1
3875,B,CC,1,0,0,1
1618,B,CC,0,0,9,0
3877,B,CC,1,0,0,1
3400,B,HH,1,0,0,1
4165,B,CC,0,0,9,0
2901,B,HH,1,0,2,1
4598,B,II,0,0,9,0
4332,B,BB,0,1,9,0
1284,B,HH,1,0,0,1
3408,B,HH,1,0,30,0
728,B,BB,0,1,0,1
3971,B,GG,1,1,16,0
5224,B,CC,0,0,9,0
3354,B,HH,1,0,0,1
4885,B,GG,1,1,9,0
2052,B,HH,1,1,28,1
1431,B,GG,1,1,9,0
5088,B,GG,1,1,2,0
391,B,CC,1,0,0,1
1985,B,HH,1,0,0,1
1479,B,GG,0,1,9,0
1058,B,HH,1,1,9,0
3762,B,HH,1,0,0,1
2353,A,FF,1,1,31,0
3336,B,CC,1,0,0,1
5325,B,HH,0,1,9,0
2283,B,II,0,0,9,0
4703,A,FF,1,1,1,0
428,B,CC,0,0,0,1
945,B,CC,1,1,1,1
5580,B,II,0,0,9,0
3155,B,BB,0,0,9,0
1649,B,HH,1,1,8,1
3062,B,BB,0,0,9,0
1555,B,GG,0,1,9,0
3909,B,GG,0,1,9,0
800,B,HH,1,0,0,1
2937,B,CC,1,0,0,1
2089,B,CC,1,0,0,1
1500,B,CC,0,0,3,1
5950,A,FF,1,1,9,0
1992,B,HH,1,1,8,0
4315,B,BB,0,0,9,0
5538,B,II,0,1,9,0
3885,B,GG,0,1,9,0
2822,B,HH,1,1,17,1
3936,B,GG,1,1,0,1
2531,A,FF,1,1,27,0
2554,B,GG,0,1,9,0
3773,B,HH,1,0,1,1
916,B,CC,1,0,0,1
2541,B,CC,1,1,22,1
911,B,CC,0,1,9,0
349,B,II,0,0,0,1
1111,B,HH,1,1,22,0
2845,B,CC,0,0,9,0
293,B,II,1,0,0,1
4654,B,II,0,0,9,0
705,B,CC,1,0,0,1
1909,B,HH,1,0,0,1
1179,B,HH,1,0,0,1
3377,B,HH,1,1,5,0
3620,B,II,1,1,4,0
4012,B,GG,0,1,9,0
1028,B,BB,0,0,9,0
3237,B,HH,1,0,0,1
2695,B,GG,0,1,9,0
44,B,CC,0,1,0,1
1068,B,HH,1,1,5,0
3464,B,CC,1,0,0,1
291,B,II,0,1,7,1
3641,A,FF,1,1,24,0
528,B,HH,1,0,0,1
2935,B,CC,0,1,9,0
1855,B,HH,0,0,3,1
3786,A,FF,1,1,9,0
23,B,BB,0,1,9,0
3420,B,HH,1,0,1,1
2807,B,CC,0,1,9,0
565,A,FF,1,1,9,0
1697,B,HH,1,0,1,1
375,B,CC,0,0,0,1
3253,B,HH,1,1,9,0
2773,B,CC,0,0,9,0
5502,B,HH,1,1,12,0
2878,B,CC,0,0,9,0
4340,B,BB,0,0,9,0
4456,B,HH,1,1,11,0
2499,B,CC,1,0,0,1
308,B,AA,0,1,9,0
2747,B,GG,0,0,9,0
1263,B,HH,1,0,1,1
5535,B,HH,1,1,5,0
453,B,CC,0,0,0,1
5328,B,HH,1,1,8,0
1879,B,HH,1,0,1,1
5915,A,FF,1,1,9,0
3469,B,CC,1,0,0,1
2433,B,CC,0,0,0,1
1615,B,CC,1,1,31,0
3831,A,FF,1,1,9,0
319,B,AA,0,0,9,0
3207,B,HH,1,1,15,0
1675,B,CC,0,0,9,0
619,B,GG,1,1,17,0
3928,B,GG,1,0,0,1
4401,B,HH,1,1,8,0
4828,A,FF,1,1,16,0
5172,B,CC,1,0,2,0
1683,B,CC,0,0,9,0
5139,B,CC,0,0,9,0
5478,B,HH,1,1,9,0
2873,B,CC,0,1,9,0
3333,B,CC,1,0,0,1
5423,B,HH,0,0,9,0
993,B,BB,0,0,9,0
1262,A,FF,1,1,16,0
1244,B,HH,1,0,0,1
1158,B,II,1,0,15,0
4028,B,GG,0,1,9,0
2816,B,HH,0,1,0,1
1435,B,GG,1,1,18,0
2352,B,CC,1,0,0,1
1832,B,CC,1,1,8,1
966,B,HH,1,0,1,1
2072,B,HH,1,1,9,0
4358,B,HH,1,0,15,0
717,B,BB,0,1,0,1
2471,B,CC,1,0,0,1
233,A,DD,1,1,16,0
1739,B,CC,0,0,9,0
5335,B,HH,1,1,19,0
1778,B,CC,0,0,9,0
2478,A,FF,1,1,9,0
3532,B,II,0,0,9,0
395,B,II,1,1,22,0
31,B,CC,0,1,1,1
1183,B,HH,1,0,0,1
5907,A,FF,1,1,9,0
1100,B,HH,1,0,30,0
301,B,II,1,0,0,1
141,B,HH,1,1,18,0
1539,B,HH,1,0,0,1
2498,B,CC,1,0,0,1
288,B,II,0,0,0,1
5023,B,GG,1,1,13,0
5658,B,II,0,1,9,0
881,B,CC,0,0,9,0
5150,B,CC,1,1,12,0
5311,B,CC,0,0,9,0
5602,B,II,1,1,26,0
2852,B,HH,1,0,1,1
2427,B,CC,0,0,0,1
1976,B,HH,0,0,9,0
4218,B,CC,0,0,9,0
3662,A,FF,1,1,2,0
5351,B,HH,1,1,9,0
1527,B,HH,1,0,0,1
5083,B,GG,0,1,9,0
409,B,CC,1,0,1,1
1626,B,CC,0,0,9,0
3874,B,GG,1,1,2,0
945,B,BB,0,0,9,0
4978,B,GG,1,1,16,0
1572,B,HH,1,0,0,1
282,B,II,1,1,1,1
230,A,DD,1,1,6,0
2324,B,II,0,0,9,0
2965,B,CC,1,1,1,1
4778,A,FF,1,1,25,0
107,B,BB,0,1,9,0
5811,A,FF,1,1,4,0
1363,A,FF,1,1,27,0
2819,B,HH,1,1,17,1
2170,B,HH,1,0,2,1
1684,B,HH,1,0,2,1
3516,B,CC,1,0,0,1
3178,B,BB,0,0,9,0
1748,B,CC,1,1,24,0
4723,A,FF,1,1,24,0
465,B,CC,1,0,0,1
200,B,CC,1,1,3,1
5939,A,FF,1,1,27,0
5601,B,II,0,0,9,0
2657,B,CC,0,0,0,1
1512,B,HH,1,1,14,1
2502,A,FF,1,1,9,0
1685,B,HH,1,0,2,1
1216,B,II,0,0,9,0
37,B,BB,0,0,9,0
3476,B,II,1,0,5,0
3244,B,HH,1,0,5,0
2311,B,CC,1,0,7,1
4528,B,II,1,0,7,0
5686,B,II,1,1,5,0
949,B,CC,1,0,0,1
2379,B,CC,1,1,4,1
248,A,DD,1,1,5,0
184,B,CC,1,0,0,1
3555,B,CC,1,0,0,1
17,B,CC,1,0,0,1
5586,B,II,0,0,9,0
3088,B,BB,0,0,9,0
4921,B,GG,0,1,9,0
291,A,JJ,1,1,31,0
2802,B,CC,0,0,9,0
955,B,CC,0,1,6,1
2123,B,CC,1,0,0,1
809,B,HH,1,0,0,1
1982,B,HH,1,0,1,0
3883,A,DD,1,1,7,1
162,B,CC,1,0,0,1
139,B,HH,1,1,9,0
3002,B,CC,1,0,7,1
629,B,CC,1,0,0,1
1253,B,HH,1,0,0,1
2176,B,II,1,0,6,0
2904,B,HH,1,0,2,1
2889,B,CC,1,1,21,0
2911,B,HH,1,0,0,1
3855,B,CC,1,0,0,1
5937,A,FF,1,1,25,0
1621,B,CC,1,1,21,0
2126,B,HH,0,0,9,0
5583,B,II,0,0,9,0
2173,B,II,0,1,9,0
3793,B,CC,1,0,0,1
1369,B,HH,1,0,0,1
3015,B,CC,1,1,4,1
3744,A,FF,1,1,22,0
4414,B,HH,1,1,5,0
10,B,BB,0,0,9,0
2247,B,II,0,1,9,0
4167,B,CC,1,1,24,0
243,A,DD,1,2,26,0
700,B,GG,1,1,10,0
2553,B,GG,1,1,17,0
525,A,FF,1,1,24,0
5339,B,HH,1,1,10,0
1948,B,HH,1,0,8,0
994,B,HH,1,0,2,1
1971,B,HH,1,1,30,0
2544,B,CC,1,1,1,1
3388,B,HH,1,1,22,0
2342,B,CC,1,0,0,1
1029,B,BB,0,1,9,0
5603,B,II,1,1,8,0
5752,A,FF,1,1,2,0
2211,B,II,1,1,19,0
1698,B,HH,1,0,0,1
3184,B,HH,1,0,2,1
3117,B,BB,0,0,9,0
1994,B,HH,1,1,9,0
2000,B,HH,1,0,1,1
5900,A,FF,1,1,22,0
2910,B,HH,1,0,14,1
3715,A,FF,1,1,22,0
3431,B,II,1,1,5,0
5167,B,CC,0,0,9,0
158,B,CC,0,0,0,1
4065,B,GG,1,1,24,0
753,B,HH,1,0,0,1
1932,B,HH,1,1,6,1
1053,B,HH,1,1,2,0
2878,B,HH,1,0,0,1
1845,B,HH,1,0,0,1
259,B,II,0,1,0,1
5903,A,FF,1,1,25,0
3015,B,BB,0,1,9,0
2406,A,FF,1,1,9,0
3563,A,FF,1,1,0,1
5313,B,CC,0,0,9,0
2532,B,CC,1,0,0,1
1620,B,CC,0,1,9,0
5364,B,HH,0,0,9,0
3761,A,FF,1,1,31,0
3712,A,FF,1,1,31,0
4064,B,GG,1,1,3,0
486,B,AA,0,1,0,1
1971,B,HH,1,0,0,1
3993,B,GG,1,0,0,1
3651,A,FF,1,1,0,1
3847,B,GG,1,0,22,0
4535,B,II,0,0,9,0
1194,B,II,0,1,9,0
1562,B,HH,1,0,2,1
909,B,CC,1,0,0,1
2522,B,CC,1,0,0,1
1598,B,CC,0,0,9,0
3374,B,HH,1,0,9,0
926,B,CC,1,0,9,1
2086,B,HH,1,0,5,0
2748,B,HH,1,0,0,1
6,B,BB,0,0,9,0
69,B,BB,0,1,9,0
5626,B,II,0,1,9,0
5472,B,HH,0,0,9,0
403,B,CC,1,0,0,1
186,B,HH,1,1,15,0
2036,B,HH,1,0,2,1
4939,B,GG,1,1,18,0
1377,B,HH,1,0,0,1
2039,B,HH,1,0,0,1
1689,B,CC,0,1,9,0
1863,B,BB,0,1,9,0
1499,B,CC,0,1,3,1
2397,B,CC,0,1,7,1
2466,B,CC,1,0,0,1
834,B,HH,1,0,1,1
3932,B,GG,1,0,0,1
4228,B,CC,0,0,9,0
5490,B,HH,1,1,5,0
1650,B,HH,1,0,0,1
2519,B,CC,1,0,0,1
212,B,II,1,1,6,1
511,B,HH,1,0,2,1
164,B,HH,1,1,5,0
1239,B,II,0,0,9,0
182,B,HH,1,1,9,0
836,B,CC,0,0,9,0
4341,B,BB,0,0,9,0
3849,B,GG,1,1,4,0
2190,B,HH,1,0,0,1
1259,B,HH,1,0,16,1
3631,A,FF,1,1,10,1
626,B,CC,1,0,0,1
4344,B,BB,0,0,9,0
3905,A,DD,1,1,0,1
2724,B,GG,1,1,10,0
1025,B,HH,1,0,0,1
1605,B,CC,1,1,27,0
1136,B,HH,1,1,8,0
3031,B,HH,1,1,13,1
2131,B,CC,1,0,0,1
424,B,CC,1,1,1,1
3475,B,CC,0,1,8,1
3930,B,GG,1,1,10,0
3770,A,FF,1,1,2,0
3362,B,HH,1,0,9,0
5342,B,HH,1,1,22,0
3519,B,CC,1,1,2,1
5874,A,FF,1,1,16,0
1427,B,GG,0,1,9,0
3660,A,FF,1,1,11,1
2464,A,FF,1,1,9,0
3992,B,GG,0,1,9,0
175,B,CC,1,0,0,1
4546,B,II,0,0,9,0
655,B,GG,1,0,1,0
1302,A,FF,1,1,31,0
2111,B,HH,1,1,5,0
2085,B,HH,0,0,9,0
4415,B,HH,1,1,5,0
504,A,FF,1,1,24,0
2884,B,HH,1,0,0,1
4780,A,FF,1,1,8,0
3154,B,BB,0,0,9,0
4154,B,CC,0,1,9,0
3073,A,BB,1,1,29,0
1569,B,HH,1,1,5,1
3058,B,BB,0,0,9,0
2004,B,HH,1,0,1,1
3254,B,CC,1,0,1,1
188,B,HH,0,1,9,0
3653,A,FF,1,1,0,1
1304,A,FF,1,1,16,0
5274,B,CC,0,0,9,0
3670,B,HH,1,0,0,1
181,B,CC,1,1,2,1
4034,B,GG,0,1,9,0
4175,B,CC,0,0,9,0
217,B,HH,1,1,5,0
1114,B,HH,1,1,18,0
2961,B,CC,1,0,16,0
4405,B,HH,1,1,9,0
3914,B,GG,1,1,22,0
5523,B,HH,1,0,23,0
5868,A,FF,1,1,31,0
3541,B,CC,0,1,1,1
515,B,HH,1,0,1,1
5162,B,CC,1,1,28,0
784,B,HH,1,0,2,1
1171,B,II,0,0,9,0
1459,B,GG,1,1,17,0
5936,A,FF,1,1,9,0
4108,B,CC,0,0,9,0
3092,B,BB,0,0,9,0
4747,A,FF,1,1,25,0
4499,B,II,0,0,9,0
5768,A,FF,1,1,16,0
3403,B,HH,0,0,9,0
1320,B,HH,1,0,0,1
1054,B,HH,1,1,9,0
3580,A,FF,1,1,7,1
3049,B,BB,1,0,9,0
4545,B,II,1,0,14,0
2883,B,HH,1,0,0,1
1795,B,CC,0,0,9,0
3727,A,FF,1,1,31,0
3460,B,CC,1,0,1,1
4717,A,FF,1,1,1,0
2275,B,II,0,1,9,0
2062,B,CC,0,1,8,1
1682,B,CC,1,1,26,0
3988,B,GG,1,0,0,1
5630,B,II,0,0,9,0
2298,B,II,1,1,3,0
5082,B,GG,1,0,9,0
4686,A,FF,1,1,16,0
2321,B,II,0,0,9,0
5003,B,GG,1,1,23,0
3194,B,BB,0,0,9,0
2802,B,HH,1,0,0,1
3610,B,II,0,0,9,0
1762,B,CC,1,1,13,0
1200,B,II,1,0,1,0
4702,A,FF,1,1,1,0
4595,B,II,1,1,6,0
1016,B,BB,0,0,9,0
4520,B,II,0,0,9,0
660,B,GG,1,1,28,0
220,B,II,1,0,2,1
4224,B,CC,1,1,4,0
1488,B,CC,1,0,0,1
50,B,BB,0,0,9,0
763,B,GG,0,1,9,0
640,B,GG,1,1,22,0
647,B,CC,1,0,0,1
2826,B,HH,1,0,0,1
5858,A,FF,1,1,27,0
4942,B,GG,1,1,18,0
536,B,HH,1,0,0,1
2451,B,CC,1,0,0,1
999,B,BB,0,0,9,0
870,B,CC,0,0,9,0
709,B,BB,0,0,0,1
5929,A,FF,1,1,31,0
1431,B,CC,1,1,1,1
1923,B,HH,1,1,14,1
1535,B,HH,1,0,0,1
4204,B,CC,0,0,9,0
1470,B,CC,0,0,0,1
2877,B,HH,1,0,0,1
3087,B,HH,1,0,0,1
272,A,JJ,1,1,30,0
4726,A,FF,1,1,31,0
1142,B,CC,1,0,0,1
4563,B,II,0,1,9,0
5166,B,CC,1,1,31,0
134,B,HH,1,1,22,0
3223,B,HH,1,0,0,1
1040,B,HH,1,0,1,1
4388,B,HH,1,1,9,0
3188,B,BB,0,0,9,0
443,B,II,0,0,9,0
4718,A,FF,1,1,1,0
5372,B,HH,1,1,15,0
5698,B,II,0,0,9,0
1109,B,CC,1,0,0,1
5732,B,II,0,1,9,0
4665,B,II,0,0,9,0
1227,B,HH,1,0,0,1
3620,A,FF,1,1,9,1
5302,B,CC,0,0,9,0
3128,B,BB,0,0,9,0
323,B,AA,0,0,9,0
124,B,CC,1,1,13,1
1617,B,CC,1,1,8,0
3925,B,GG,1,1,17,0
3336,B,HH,1,1,22,0
446,B,CC,0,0,0,1
1341,B,HH,1,0,1,1
3274,B,HH,1,1,12,0
3976,B,GG,0,1,9,0
1310,B,HH,1,0,1,1
2096,B,CC,1,0,0,1
5433,B,HH,1,1,22,0
268,B,II,1,0,0,1
3996,B,GG,1,1,13,0
1762,B,CC,1,0,0,1
4738,A,FF,1,1,31,0
3226,B,HH,1,1,28,0
719,B,GG,1,1,18,0
922,B,CC,0,1,9,0
5790,A,FF,1,1,16,0
2172,B,II,1,1,11,0
3266,B,HH,1,1,8,0
164,B,CC,1,0,0,1
2998,B,BB,0,0,9,0
75,B,CC,1,0,1,1
4666,B,II,0,1,9,0
3027,B,HH,1,0,0,1
4918,B,GG,1,1,17,0
3887,A,DD,1,1,0,1
5392,B,HH,1,1,19,0
2424,A,FF,1,1,16,0
4032,B,GG,1,1,3,0
2098,B,CC,1,0,0,1
2953,B,CC,1,0,0,1
2970,B,CC,1,0,0,1
1885,B,HH,1,0,0,1
391,B,II,1,1,31,0
4796,A,FF,1,1,25,0
261,B,II,1,0,0,1
1321,B,HH,1,0,0,1
2667,B,GG,1,1,12,0
5913,A,FF,1,1,16,0
3956,B,GG,1,0,0,1
1684,B,CC,0,0,9,0
3507,B,II,0,0,9,0
1032,B,BB,0,1,9,0
583,A,FF,1,1,16,0
1876,B,BB,0,0,9,0
2165,B,HH,1,1,5,1
4981,B,GG,0,1,9,0
2209,B,HH,1,0,0,1
4005,B,GG,1,0,16,0
791,B,HH,1,1,11,1
884,B,CC,1,1,13,1
1391,B,GG,1,1,23,0
4463,B,HH,1,1,19,0
3128,B,HH,1,0,1,1
1355,A,FF,1,1,25,0
5808,A,FF,1,1,25,0
4620,B,II,0,1,9,0
1149,B,HH,1,1,8,0
2820,B,HH,1,1,17,1
3552,B,CC,1,0,0,1
5191,B,CC,1,1,14,0
2162,B,HH,1,0,1,1
3715,B,HH,1,1,17,1
4282,B,BB,0,0,9,0
5838,A,FF,1,1,4,0
1796,B,CC,1,0,0,1
1520,B,GG,1,1,13,0
3423,B,HH,0,0,9,0
722,B,BB,0,1,0,1
4936,B,GG,0,1,9,0
5334,B,HH,1,1,5,0
3276,B,HH,1,0,8,0
3099,B,BB,0,0,9,0
639,B,CC,1,0,22,1
3389,B,HH,1,0,1,1
5031,B,GG,1,1,9,0
1628,B,HH,1,1,3,1
462,B,II,0,0,9,0
2681,B,CC,1,0,0,1
4756,A,FF,1,1,31,0
5326,B,HH,0,1,9,0
76,B,BB,0,0,9,0
237,B,II,1,0,0,1
5288,B,CC,1,1,4,0
5793,A,FF,1,1,4,0
1218,B,HH,0,1,7,1
1759,B,CC,0,1,9,0
5540,B,II,0,0,9,0
1815,B,CC,1,0,0,1
3115,B,BB,0,0,9,0
4014,B,GG,1,1,13,0
2391,A,FF,1,1,29,0
1778,B,CC,1,1,3,1
1670,B,HH,1,0,1,1
4753,A,FF,1,1,9,0
854,B,HH,1,0,1,1
3428,B,HH,1,0,1,1
950,B,BB,0,1,9,0
4490,B,II,0,0,1,0
2858,B,HH,1,0,0,1
5462,B,HH,1,1,8,0
3500,B,II,0,0,9,0
639,B,GG,1,1,12,0
1577,B,GG,1,1,4,0
1301,B,HH,1,0,1,1
5628,B,II,0,1,9,0
1472,B,GG,1,1,13,0
3065,B,BB,0,0,9,0
4800,A,FF,1,1,16,0
1724,B,HH,1,0,0,1
3669,A,FF,1,1,25,0
2946,B,CC,1,0,1,1
797,B,HH,1,0,0,1
4558,B,II,0,1,9,0
4578,B,II,1,1,4,0
3832,B,CC,1,0,0,1
2972,B,CC,0,0,9,0
3116,B,BB,0,1,9,0
4526,B,II,1,1,13,0
5479,B,HH,1,1,5,0
3468,B,II,0,0,9,0
4105,B,CC,1,1,10,0
2330,B,II,0,0,9,0
1018,B,BB,0,0,9,0
1343,A,FF,1,1,31,0
386,B,II,0,1,9,0
2252,B,HH,1,0,1,1
114,B,CC,0,0,7,1
5174,B,CC,0,0,9,0
5154,B,CC,1,1,27,0
1422,B,GG,1,0,17,0
610,B,CC,1,0,1,1
2950,B,CC,0,0,9,0
4070,B,CC,0,0,9,0
1669,B,HH,1,0,0,1
1801,B,BB,0,1,9,0
3664,A,FF,1,1,31,0
270,B,JJ,1,0,6,0
2007,B,HH,1,0,0,1
3003,B,CC,1,0,0,1
5424,B,HH,1,1,15,0
721,B,GG,1,1,26,0
3505,B,CC,0,0,0,1
3942,B,GG,1,1,2,0
14,B,BB,0,0,9,0
4911,B,GG,1,1,13,0
3392,B,HH,1,0,1,1
3194,B,HH,1,0,1,1
1802,B,BB,0,1,9,0
2914,B,CC,1,0,2,1
5429,B,HH,0,1,9,0
792,B,GG,1,1,16,0
498,B,ZZ,0,1,9,0
814,B,HH,1,1,1,1
5171,B,CC,1,1,25,0
866,B,CC,1,0,3,0
4850,A,FF,1,1,2,0
5910,A,FF,1,1,29,0
373,B,II,1,0,0,1
1315,A,FF,1,1,31,0
1003,B,HH,0,0,6,1
3828,B,CC,1,0,1,1
1417,B,CC,1,0,0,1
1749,B,CC,0,0,9,0
5919,A,FF,1,1,31,0
658,B,GG,1,1,18,0
3554,B,II,1,1,30,0
3235,B,HH,1,0,11,0
3894,A,DD,1,2,4,1
309,B,II,1,0,5,1
2446,A,FF,1,1,16,0
3257,B,HH,1,1,22,0
3631,B,II,1,0,17,0
3592,A,FF,1,1,8,1
2737,B,HH,1,0,4,1
3191,B,HH,1,0,0,1
3683,B,HH,1,0,2,1
918,B,CC,1,1,0,1
3987,B,GG,1,1,0,1
601,A,FF,1,1,9,0
354,B,II,1,0,1,1
4144,B,CC,0,1,9,0
2149,B,II,0,0,9,0
3628,A,FF,1,1,0,1
5856,A,FF,1,1,31,0
890,B,CC,1,1,5,0
2481,A,FF,1,1,9,0
2906,B,HH,1,0,2,1
2783,B,CC,0,1,9,0
3559,B,CC,1,0,2,1
3388,B,HH,1,0,0,1
1891,B,HH,1,0,0,1
1600,B,HH,1,0,0,1
3299,B,HH,1,1,21,0
1078,B,HH,1,1,19,0
5706,B,II,0,1,9,0
1751,B,CC,1,0,0,1
1299,B,HH,1,1,1,1
1252,B,II,0,1,9,0
4185,B,CC,0,0,9,0
789,B,GG,1,1,16,0
2301,B,II,0,0,9,0
4845,A,FF,1,1,25,0
336,B,II,1,0,0,1
1985,B,HH,1,1,9,0
623,B,GG,1,1,28,0
896,B,CC,1,0,0,1
5966,B,GG,1,1,23,0
1386,B,HH,1,0,1,1
980,B,HH,1,0,0,1
1161,B,II,1,1,9,0
3143,B,BB,0,0,9,0
3057,B,BB,0,0,9,0
2343,B,CC,1,0,0,1
1691,B,HH,1,1,11,1
1350,B,HH,1,0,0,1
125,B,CC,0,1,4,1
1838,B,BB,0,0,9,0
310,B,II,0,0,6,1
5507,B,HH,1,0,9,0
2132,B,II,0,0,9,0
2617,B,CC,0,1,8,1
2602,B,CC,1,0,0,1
1219,B,II,0,0,9,0
3078,B,BB,0,1,9,0
4711,A,FF,1,1,27,0
2134,B,CC,1,0,0,1
2327,B,II,1,0,10,0
5382,B,HH,1,0,5,0
5201,B,CC,0,1,9,0
2445,A,FF,1,1,9,0
2963,B,CC,1,0,0,1
2567,B,GG,1,0,13,0
5593,B,II,1,1,9,0
2658,B,CC,0,0,0,1
3931,B,GG,1,1,7,0
504,B,HH,1,0,0,1
1335,B,HH,1,1,7,1
1644,B,HH,1,0,0,1
1186,B,II,0,1,9,0
2266,B,HH,1,0,0,1
3372,B,HH,1,0,0,1
1623,B,CC,1,1,19,0
2095,B,CC,1,0,0,1
1067,B,HH,1,0,1,1
3037,B,BB,0,1,9,0
3215,B,HH,1,0,0,1
1505,B,GG,0,1,9,0
3344,B,CC,1,0,1,1
147,B,CC,0,1,0,1
260,B,II,1,0,27,1
3673,B,HH,1,0,0,1
215,B,HH,0,0,9,0
5819,A,FF,1,1,4,0
322,B,AA,0,0,9,0
4373,B,HH,1,1,22,0
2616,B,GG,1,1,12,0
5815,A,FF,1,1,4,0
3869,B,CC,1,0,0,1
1153,B,CC,1,0,0,1
605,B,GG,0,1,9,0
5202,B,CC,0,1,9,0
303,B,II,0,2,0,1
3598,A,FF,1,1,20,1
4675,A,FF,1,1,22,0
1089,B,HH,1,1,8,0
1119,B,HH,1,1,24,0
3009,B,CC,0,1,4,1
5349,B,HH,0,0,9,0
4496,B,II,1,1,24,0
993,B,HH,1,1,2,1
3822,B,CC,1,0,0,1
553,A,FF,1,1,9,0
4094,B,CC,1,1,15,0
1722,B,CC,1,1,3,0
676,B,GG,1,1,9,0
1773,B,CC,1,0,5,0
752,B,GG,1,1,23,0
1197,B,II,0,0,9,0
1473,B,CC,0,0,0,1
3626,B,II,0,1,9,0
1557,B,GG,1,1,16,0
179,B,CC,1,0,0,1
988,B,HH,1,1,4,1
3075,B,HH,1,1,14,1
5878,A,FF,1,1,16,0
127,B,CC,1,1,21,1
3625,A,FF,1,1,22,1
3301,B,HH,1,1,23,0
4421,B,HH,1,1,8,0
2042,B,HH,1,1,9,0
860,B,CC,1,1,10,1
734,B,GG,1,1,3,0
2349,A,FF,1,1,25,0
3295,B,HH,1,1,8,0
1740,B,CC,1,0,0,1
1440,B,GG,1,0,17,0
1100,B,CC,1,1,10,1
4216,B,CC,0,0,9,0
3160,B,HH,1,0,0,1
495,B,HH,1,1,7,1
936,B,BB,0,0,9,0
2017,B,HH,1,1,5,0
2087,B,CC,1,0,0,1
1775,B,CC,1,0,0,1
3413,B,HH,1,1,8,0
849,B,CC,0,0,9,0
3706,B,HH,1,1,4,1
3723,B,HH,1,0,2,1
3666,B,HH,1,0,0,1
3397,B,HH,0,0,9,0
4084,B,CC,1,1,20,0
831,B,HH,1,1,3,1
1340,A,FF,1,1,24,0
2171,B,II,0,0,9,0
4326,B,BB,0,0,9,0
3701,A,FF,1,1,27,0
2704,B,GG,1,1,9,0
2425,A,FF,1,1,9,0
1288,A,FF,1,1,24,0
